2541	1693
2541	1697
2542	1700
2543	1704
2544	1707
2545	1710
2544	1717
2544	1721
2544	1724
2544	1727
2545	1731
2546	1734
2546	1738
2546	1741
2546	1745
2547	1748
2547	1751
2547	1755
2547	1758
2547	1762
2547	1765
2547	1768
2547	1772
2547	1775
2548	1779
2549	1782
2550	1786
2550	1789
2550	1792
2549	1796
2549	1799
2549	1803
2551	1806
2552	1810
2552	1813
2552	1816
2552	1820
2553	1823
2555	1827
2555	1830
2555	1834
2555	1837
2555	1841
2556	1844
2557	1848
2558	1851
2557	1854
2558	1858
2557	1861
2557	1865
2558	1868
2557	1872
2557	1875
2558	1879
2558	1882
2559	1886
2559	1889
2560	1892
2560	1896
2560	1899
2560	1903
2559	1906
2560	1910
2561	1913
2562	1917
2562	1920
2562	1924
2563	1927
2563	1931
2564	1934
2564	1938
2564	1941
2565	1945
2566	1948
2566	1952
2566	1955
2566	1959
2566	1962
2566	1966
2568	1969
2568	1973
2568	1976
2568	1980
2567	1983
2568	1987
2568	1990
2570	1994
2570	1997
2570	2001
2570	2004
2569	2008
2570	2011
2569	2015
2570	2018
2571	2022
2571	2025
2573	2029
2573	2033
2575	2036
2574	2040
2574	2043
2574	2047
2574	2050
2574	2054
2574	2057
2573	2061
2574	2064
2574	2068
2575	2072
2575	2075
2576	2079
2576	2082
2576	2086
2576	2089
2577	2093
2577	2097
2578	2100
2577	2104
2577	2107
2578	2111
2578	2114
2579	2118
2578	2122
2578	2125
2578	2129
2578	2132
2579	2136
2578	2139
2578	2143
2577	2146
2577	2150
2579	2154
2580	2157
2582	2161
2581	2165
2582	2168
2583	2172
2584	2176
2584	2180
2587	2184
2588	2187
2589	2191
2590	2195
2590	2198
2590	2202
2589	2206
2588	2209
2587	2212
2585	2216
2585	2219
2583	2222
2581	2226
2581	2229
2580	2232
2578	2236
2578	2239
2578	2243
2578	2246
2579	2250
2581	2254
2583	2258
2583	2262
2583	2266
2582	2269
2584	2273
2585	2277
2586	2281
2588	2285
2589	2289
2588	2292
2589	2296
2588	2299
2588	2303
2587	2307
2587	2310
2588	2314
2588	2318
2588	2321
2589	2325
2590	2329
2591	2333
2591	2337
2591	2341
2592	2344
2593	2348
2593	2352
2594	2356
2594	2360
2594	2363
2594	2367
2594	2371
2594	2374
2594	2378
2594	2382
2594	2386
2594	2389
2594	2393
2595	2397
2595	2400
2596	2404
2596	2408
2595	2412
2595	2415
2596	2419
2596	2423
2596	2427
2596	2431
2597	2435
2598	2439
2598	2443
2597	2446
2597	2450
2598	2454
2599	2458
2599	2462
2599	2465
2600	2470
2601	2474
2602	2478
2602	2481
2602	2485
2602	2489
2601	2493
2601	2496
2601	2500
2602	2504
2602	2508
2602	2512
2603	2516
2604	2520
2604	2524
2605	2528
2606	2532
2606	2536
2606	2540
2606	2544
2605	2547
2604	2551
2604	2555
2603	2558
2604	2562
2603	2566
2603	2570
2605	2574
2605	2578
2605	2582
2604	2586
2605	2590
2606	2594
2605	2598
2605	2602
2605	2605
2605	2609
2604	2613
2604	2617
2605	2621
2606	2625
2605	2629
2608	2634
2607	2638
2607	2641
2606	2645
2606	2649
2605	2652
2605	2656
2606	2660
2607	2665
2608	2669
2606	2673
2606	2677
2608	2681
2606	2685
2606	2688
2606	2693
2606	2696
2607	2701
2607	2705
2608	2709
2607	2713
2607	2717
2606	2721
2607	2725
2607	2729
2606	2732
2607	2737
2606	2741
2606	2744
2605	2748
2608	2753
2607	2757
2607	2761
2606	2765
2606	2769
2606	2773
2607	2777
2607	2781
2606	2785
2606	2789
2606	2793
2606	2797
2605	2801
2606	2805
2605	2809
2608	2815
2609	2819
2609	2823
2608	2827
2608	2831
2608	2835
2609	2839
2608	2843
2608	2848
2609	2852
2608	2856
2608	2860
2609	2865
2609	2869
2610	2873
2609	2877
2610	2882
2609	2886
2609	2890
2609	2894
2609	2898
2609	2902
2608	2906
2609	2911
2608	2914
2607	2918
2606	2922
2606	2926
2605	2930
2606	2935
2605	2939
2605	2943
2604	2947
2604	2951
2605	2956
2605	2960
2605	2964
2605	2968
2605	2973
2604	2977
2604	2981
2604	2985
2603	2989
2604	2994
2604	2998
2604	3002
2604	3007
2604	3011
2604	3015
2603	3019
2603	3024
2602	3028
2602	3032
2601	3036
2601	3040
2601	3045
2601	3049
2602	3054
2602	3058
2604	3064
2604	3068
2604	3073
2603	3076
2603	3081
2604	3086
2603	3090
2603	3094
2603	3099
2600	3102
2588	3100
2566	3092
2548	3087
2541	3087
2537	3090
2536	3094
2535	3098
2534	3101
2541	3110
2603	3157
2604	3163
2604	3167
2604	3171
2604	3176
2603	3180
2603	3185
2604	3190
2605	3195
2606	3200
2607	3205
2607	3210
2606	3214
2606	3219
2605	3223
2604	3227
2603	3231
2602	3235
2601	3239
2600	3243
2600	3247
2599	3251
2599	3256
2599	3261
2598	3265
2599	3270
2598	3274
2596	3278
2595	3282
2594	3286
2594	3291
2592	3295
2592	3299
2592	3304
2593	3309
2593	3314
2594	3320
2594	3325
2595	3330
2595	3335
2594	3339
2593	3343
2593	3348
2591	3352
2589	3355
2588	3359
2586	3363
2586	3368
2586	3373
2587	3378
2585	3382
2585	3386
2585	3391
2585	3397
2584	3401
2583	3405
2583	3410
2583	3415
2582	3419
2581	3423
2580	3428
2580	3432
2579	3437
2579	3442
2578	3446
2577	3451
2577	3455
2576	3460
2577	3465
2576	3470
2576	3475
2577	3480
2576	3485
2574	3489
2574	3493
2573	3498
2573	3503
2572	3508
2572	3512
2572	3517
2572	3523
2571	3527
2570	3532
2573	3539
2572	3543
2572	3548
2571	3553
2570	3558
2569	3562
2568	3566
2566	3570
2565	3575
2564	3579
2563	3583
2562	3588
2561	3593
2560	3597
2559	3602
2559	3607
2559	3612
2559	3617
2558	3622
2557	3627
2556	3631
2555	3636
2553	3640
2553	3645
2552	3650
2551	3654
